,Date,Username,Komen,Label,clean,case_folding,Tokenizing,Stopword,Hasil
50,8/7/2022 17:21,sya💎,@annisandoo vaksin lagi aja ndo wakakkak gue sih rencananya gt itung itung booster ke2;)))))),1,vaksin lagi aja ndo wakakkak gue sih rencananya gt itung itung booster ke,vaksin lagi aja ndo wakakkak gue sih rencananya gt itung itung booster ke,"['vaksin', 'lagi', 'saja', 'ndo', 'wakakkak', 'gue', 'sih', 'rencananya', 'begitu', 'itung', 'itung', 'booster', 'ke']","['vaksin', 'ndo', 'wakakkak', 'gue', 'sih', 'rencananya', 'itung', 'itung', 'booster']",vaksin ndo wakakkak gue sih rencana itung itung booster
51,8/7/2022 17:46,La La La,"*nganterin adek keket booster vaksin* : bu, kk nya dibawa ga? : kakaknya lg sekolah atuh bu tu di smp 5 : .. : ..",1,nganterin adek keket booster vaksin  bu kk nya dibawa ga  kakaknya lg sekolah atuh bu tu di smp  ,nganterin adek keket booster vaksin  bu kk nya dibawa ga  kakaknya lg sekolah atuh bu tu di smp  ,"['mengantarkan', 'adek', 'keket', 'booster', 'vaksin', 'bu', 'kakak', 'nya', 'dibawa', 'enggak', 'kakaknya', 'lagi', 'sekolah', 'atuh', 'bu', 'itu', 'di', 'sampai']","['mengantarkan', 'adek', 'keket', 'booster', 'vaksin', 'bu', 'kakak', 'nya', 'dibawa', 'kakaknya', 'sekolah', 'atuh', 'bu']",antar adek keket booster vaksin bu kakak nya bawa kakak sekolah atuh bu
52,8/7/2022 17:54,BukanBian,"efek vaksin booster ketiga pake astrazeneca emg bener-bener luar biasa. setelah vaksin biasa aja pas mau tidur baru kerasa pusing panas dingin, tengah malem menggigil hebat, demam, badan linu luar biasa terutama lengan bekas suntik.",0,efek vaksin booster ketiga pake astrazeneca emg benerbener luar biasa setelah vaksin biasa aja pas mau tidur baru kerasa pusing panas dingin tengah malem menggigil hebat demam badan linu luar biasa terutama lengan bekas suntik,efek vaksin booster ketiga pake astrazeneca emg benerbener luar biasa setelah vaksin biasa aja pas mau tidur baru kerasa pusing panas dingin tengah malem menggigil hebat demam badan linu luar biasa terutama lengan bekas suntik,"['efek', 'vaksin', 'booster', 'ketiga', 'pakai', 'astrazeneca', 'memang', 'benerbener', 'luar', 'biasa', 'setelah', 'vaksin', 'biasa', 'saja', 'pas', 'mau', 'tidur', 'baru', 'kerasa', 'pusing', 'panas', 'dingin', 'tengah', 'malam', 'menggigil', 'hebat', 'demam', 'badan', 'linu', 'luar', 'biasa', 'terutama', 'lengan', 'bekas', 'suntik']","['efek', 'vaksin', 'booster', 'ketiga', 'pakai', 'astrazeneca', 'benerbener', 'vaksin', 'pas', 'tidur', 'kerasa', 'pusing', 'panas', 'dingin', 'malam', 'menggigil', 'hebat', 'demam', 'badan', 'linu', 'lengan', 'bekas', 'suntik']",efek vaksin booster tiga pakai astrazeneca benerbener vaksin pas tidur rasa pusing panas dingin malam gigil hebat demam badan linu lengan bekas suntik
53,8/7/2022 17:55,jean,@urniacinamide Kok ngeri huhu. Tp syarat e dolan saiki do vaksin booster ,1,Kok ngeri huhu Tp syarat e dolan saiki do vaksin booster,kok ngeri huhu tp syarat e dolan saiki do vaksin booster,"['kok', 'ngeri', 'huhu', 'tapi', 'syarat', 'e', 'dolan', 'saiki', 'di', 'vaksin', 'booster']","['ngeri', 'huhu', 'syarat', 'e', 'dolan', 'saiki', 'vaksin', 'booster']",ngeri huhu syarat e dolan saiki vaksin booster
54,8/8/2022 12:48,manda,gue abis booster kok gakerasa apa2 ya beda sama yg vaksin 2 klo itu udahnya rada kerasa,1,gue abis booster kok gakerasa apa ya beda sama yg vaksin klo itu udahnya rada kerasa,gue abis booster kok gakerasa apa ya beda sama yg vaksin klo itu udahnya rada kerasa,"['gue', 'habis', 'booster', 'kok', 'gakerasa', 'apa', 'ya', 'beda', 'sama', 'yang', 'vaksin', 'kalo', 'itu', 'udahnya', 'rada', 'kerasa']","['gue', 'habis', 'booster', 'gakerasa', 'ya', 'beda', 'vaksin', 'kalo', 'udahnya', 'rada', 'kerasa']",gue habis booster gakerasa ya beda vaksin kalo udahnya rada rasa
55,8/8/2022 13:10,Kamaboko Gonpachiro,Hari Sabtu abis triceps day hari Seninnya vaksin booster. omg dobel nyerinya,1,Hari Sabtu abis triceps day hari Seninnya vaksin booster omg dobel nyerinya,hari sabtu abis triceps day hari seninnya vaksin booster omg dobel nyerinya,"['hari', 'sabtu', 'habis', 'triceps', 'day', 'hari', 'seninnya', 'vaksin', 'booster', 'omg', 'dobel', 'nyerinya']","['sabtu', 'habis', 'triceps', 'day', 'seninnya', 'vaksin', 'booster', 'omg', 'dobel', 'nyerinya']",sabtu habis triceps day senin vaksin booster omg dobel nyeri
56,8/8/2022 13:16,⚫🌹 | 📌 The Rose Event 7 Aug 2022,Maju lo the rose udah vaksin booster gue,1,Maju lo the rose udah vaksin booster gue,maju lo the rose udah vaksin booster gue,"['maju', 'lo', 'the', 'rose', 'sudah', 'vaksin', 'booster', 'gue']","['maju', 'lo', 'the', 'rose', 'vaksin', 'booster', 'gue']",maju lo the rose vaksin booster gue
57,8/8/2022 13:31,dita,Tp maksudnya ya ga pesen gocar jg lho paling gak gocar XL extra protect sudah vaksin booster,1,Tp maksudnya ya ga pesen gocar jg lho paling gak gocar XL extra protect sudah vaksin booster,tp maksudnya ya ga pesen gocar jg lho paling gak gocar xl extra protect sudah vaksin booster,"['tapi', 'maksudnya', 'ya', 'enggak', 'pesan', 'gocar', 'juga', 'lho', 'paling', 'enggak', 'gocar', 'xl', 'extra', 'protect', 'sudah', 'vaksin', 'booster']","['maksudnya', 'ya', 'pesan', 'gocar', 'lho', 'gocar', 'xl', 'extra', 'protect', 'vaksin', 'booster']",maksud ya pesan gocar lho gocar xl extra protect vaksin booster
58,8/8/2022 13:48,Marchi,Habis makan bakso dengan kerupuk mie gede dan sekarang bengong krn kekenyangan. Gapapalah kan habis vaksin booster butuh tenaga ekstra  #selaluadalasanuntukmakan,1,Habis makan bakso dengan kerupuk mie gede dan sekarang bengong krn kekenyangan Gapapalah kan habis vaksin booster butuh tenaga ekstra,habis makan bakso dengan kerupuk mie gede dan sekarang bengong krn kekenyangan gapapalah kan habis vaksin booster butuh tenaga ekstra,"['habis', 'makan', 'bakso', 'dengan', 'kerupuk', 'mie', 'gede', 'dan', 'sekarang', 'bengong', 'karena', 'kekenyangan', 'gapapalah', 'kan', 'habis', 'vaksin', 'booster', 'butuh', 'tenaga', 'ekstra']","['habis', 'makan', 'bakso', 'kerupuk', 'mie', 'gede', 'bengong', 'kekenyangan', 'gapapalah', 'habis', 'vaksin', 'booster', 'butuh', 'tenaga', 'ekstra']",habis makan bakso kerupuk mie gede bengong kenyang gapapalah habis vaksin booster butuh tenaga ekstra
59,8/8/2022 13:51,.,info vaksin booster yg 17 tahun boleh,1,info vaksin booster yg tahun boleh,info vaksin booster yg tahun boleh,"['info', 'vaksin', 'booster', 'yang', 'tahun', 'boleh']","['info', 'vaksin', 'booster']",info vaksin booster
60,8/8/2022 13:53,kik,"tadi vaksin booster kan terus kan di lengan kiri ada tanda lahirnya tapi putih kan BISA BISANYA YG NYUNTIK BILANG ""ini bukan sakit kan mba? kaya buras gitu?"" sambil digaruk2 gue kaya yg langsung HAH??? BUTA MATA LO?????? ",0,tadi vaksin booster kan terus kan di lengan kiri ada tanda lahirnya tapi putih kan BISA BISANYA YG NYUNTIK BILANG ini bukan sakit kan mba kaya buras gitu sambil digaruk gue kaya yg langsung HAH BUTA MATA LO,tadi vaksin booster kan terus kan di lengan kiri ada tanda lahirnya tapi putih kan bisa bisanya yg nyuntik bilang ini bukan sakit kan mba kaya buras gitu sambil digaruk gue kaya yg langsung hah buta mata lo,"['tadi', 'vaksin', 'booster', 'kan', 'terus', 'kan', 'di', 'lengan', 'kiri', 'ada', 'tanda', 'lahirnya', 'tapi', 'putih', 'kan', 'bisa', 'bisanya', 'yang', 'nyuntik', 'bilang', 'ini', 'bukan', 'sakit', 'kan', 'mbak', 'kayak', 'buras', 'begitu', 'sambil', 'digaruk', 'gue', 'kayak', 'yang', 'langsung', 'hah', 'buta', 'mata', 'lo']","['vaksin', 'booster', 'lengan', 'kiri', 'tanda', 'lahirnya', 'putih', 'bisanya', 'nyuntik', 'bilang', 'sakit', 'mbak', 'kayak', 'buras', 'digaruk', 'gue', 'kayak', 'langsung', 'hah', 'buta', 'mata', 'lo']",vaksin booster lengan kiri tanda lahir putih bisa nyuntik bilang sakit mbak kayak buras garuk gue kayak langsung hah buta mata lo
61,8/8/2022 13:53,Rizky,@Tama_Pamungkass Tadi aku booster juga di tebet di rsud pfizer tinggal naik ke lantai empat ke umum kasih ktp udah bisa vaksin,1,Tadi aku booster juga di tebet di rsud pfizer tinggal naik ke lantai empat ke umum kasih ktp udah bisa vaksin,tadi aku booster juga di tebet di rsud pfizer tinggal naik ke lantai empat ke umum kasih ktp udah bisa vaksin,"['tadi', 'aku', 'booster', 'juga', 'di', 'tebet', 'di', 'rsud', 'pfizer', 'tinggal', 'naik', 'ke', 'lantai', 'empat', 'ke', 'umum', 'kasih', 'ktp', 'sudah', 'bisa', 'vaksin']","['booster', 'tebet', 'rsud', 'pfizer', 'tinggal', 'lantai', 'kasih', 'ktp', 'vaksin']",booster tebet rsud pfizer tinggal lantai kasih ktp vaksin
62,8/8/2022 13:57,arin💫,Pas vaksin 1 sama 2 sama sekali ga ada efek sekarang vaksin booster malah bersin pilek badan sebelah kiri lemes :(( takut besok demam dehh,0,Pas vaksin sama sama sekali ga ada efek sekarang vaksin booster malah bersin pilek badan sebelah kiri lemes  takut besok demam dehh,pas vaksin sama sama sekali ga ada efek sekarang vaksin booster malah bersin pilek badan sebelah kiri lemes  takut besok demam dehh,"['pas', 'vaksin', 'sama', 'sama', 'sekali', 'enggak', 'ada', 'efek', 'sekarang', 'vaksin', 'booster', 'malah', 'bersin', 'pilek', 'badan', 'sebelah', 'kiri', 'lemes', 'takut', 'besok', 'demam', 'deh']","['pas', 'vaksin', 'efek', 'vaksin', 'booster', 'bersin', 'pilek', 'badan', 'sebelah', 'kiri', 'lemes', 'takut', 'besok', 'demam', 'deh']",pas vaksin efek vaksin booster bersin pilek badan belah kiri lemes takut besok demam deh
63,8/8/2022 13:59,rara²²,@usu_fess buat maba aja itu kak yg ada vaksin booster dari usu,1,buat maba aja itu kak yg ada vaksin booster dari usu,buat maba aja itu kak yg ada vaksin booster dari usu,"['buat', 'maba', 'saja', 'itu', 'kak', 'yang', 'ada', 'vaksin', 'booster', 'dari', 'usu']","['maba', 'kak', 'vaksin', 'booster', 'usu']",maba kak vaksin booster usu
64,8/8/2022 14:05,veliaa.,vaksin kali ini berasa bgt efeknya huhu padahal pas 1 sama 2 gpp giliran booster badan gue beneran ngilu + kepala gue pusing bgt mana tadi siang dikantor meriang,0,vaksin kali ini berasa bgt efeknya huhu padahal pas sama gpp giliran booster badan gue beneran ngilu  kepala gue pusing bgt mana tadi siang dikantor meriang,vaksin kali ini berasa bgt efeknya huhu padahal pas sama gpp giliran booster badan gue beneran ngilu  kepala gue pusing bgt mana tadi siang dikantor meriang,"['vaksin', 'kali', 'ini', 'berasa', 'banget', 'efeknya', 'huhu', 'padahal', 'pas', 'sama', 'enggak', 'apa-apa', 'giliran', 'booster', 'badan', 'gue', 'benaran', 'ngilu', 'kepala', 'gue', 'pusing', 'banget', 'mana', 'tadi', 'siang', 'dikantor', 'meriang']","['vaksin', 'kali', 'berasa', 'banget', 'efeknya', 'huhu', 'pas', 'apa-apa', 'giliran', 'booster', 'badan', 'gue', 'benaran', 'ngilu', 'kepala', 'gue', 'pusing', 'banget', 'siang', 'dikantor', 'meriang']",vaksin kali asa banget efek huhu pas apa gilir booster badan gue benar ngilu kepala gue pusing banget siang kantor meriang
65,8/8/2022 14:14,ferdy,Dari vaksin 2 ke booster bener bener pas setaun jaraknya wkwk,1,Dari vaksin ke booster bener bener pas setaun jaraknya wkwk,dari vaksin ke booster bener bener pas setaun jaraknya wkwk,"['dari', 'vaksin', 'ke', 'booster', 'benar', 'benar', 'pas', 'setaun', 'jaraknya', 'wkwk']","['vaksin', 'booster', 'pas', 'setaun', 'jaraknya', 'wkwk']",vaksin booster pas taun jarak wkwk
66,8/8/2022 14:15,first child,fakk sangat sakit tangan aku krn vaksin booster,0,fakk sangat sakit tangan aku krn vaksin booster,fakk sangat sakit tangan aku krn vaksin booster,"['fakk', 'sangat', 'sakit', 'tangan', 'aku', 'karena', 'vaksin', 'booster']","['fakk', 'sakit', 'tangan', 'vaksin', 'booster']",fakk sakit tangan vaksin booster
67,8/8/2022 14:15,kipasangin,Min @KAI121 untuk ikut vaksin booster di stasiun apakah perlu punya tiket kereta jarak jauh atau bisa umum? Terima kasih,1,Min untuk ikut vaksin booster di stasiun apakah perlu punya tiket kereta jarak jauh atau bisa umum Terima kasih,min untuk ikut vaksin booster di stasiun apakah perlu punya tiket kereta jarak jauh atau bisa umum terima kasih,"['min', 'untuk', 'ikut', 'vaksin', 'booster', 'di', 'stasiun', 'apakah', 'perlu', 'punya', 'tiket', 'kereta', 'jarak', 'jauh', 'atau', 'bisa', 'umum', 'terima', 'kasih']","['min', 'vaksin', 'booster', 'stasiun', 'tiket', 'kereta', 'jarak', 'terima', 'kasih']",min vaksin booster stasiun tiket kereta jarak terima kasih
68,8/8/2022 14:17,Fara 🦁,@yaaaxy_ Wii asik dah booster aku juga udah. Td vaksinnya pake vaksin apa ya?,1,Wii asik dah booster aku juga udah Td vaksinnya pake vaksin apa ya,wii asik dah booster aku juga udah td vaksinnya pake vaksin apa ya,"['wii', 'asik', 'deh', 'booster', 'aku', 'juga', 'sudah', 'tadi', 'vaksinnya', 'pakai', 'vaksin', 'apa', 'ya']","['wii', 'asik', 'deh', 'booster', 'vaksinnya', 'pakai', 'vaksin', 'ya']",wii asik deh booster vaksin pakai vaksin ya
69,8/8/2022 14:19,def IISMA’23 awardee,buset badan rasanya ga karuan grgr vaksin booster+haid day 1,1,buset badan rasanya ga karuan grgr vaksin boosterhaid day,buset badan rasanya ga karuan grgr vaksin boosterhaid day,"['buset', 'badan', 'rasanya', 'enggak', 'karuan', 'gara-gara', 'vaksin', 'boosterhaid', 'day']","['buset', 'badan', 'karuan', 'gara-gara', 'vaksin', 'boosterhaid', 'day']",buset badan karuan gara-gara vaksin boosterhaid day
70,8/8/2022 14:20,lizzy,@undipmenfess Minimal vaksin 2 kali tapi lebih enak booster bebas kemana mana ,0,Minimal vaksin kali tapi lebih enak booster bebas kemana mana,minimal vaksin kali tapi lebih enak booster bebas kemana mana,"['minimal', 'vaksin', 'kali', 'tapi', 'lebih', 'enak', 'booster', 'bebas', 'kemana', 'mana']","['minimal', 'vaksin', 'kali', 'enak', 'booster', 'bebas', 'kemana']",minimal vaksin kali enak booster bebas mana
71,8/8/2022 14:22,I Don’t Eat Meat,RT @aan__: Yok pada booster biar imun kita makin bagus & si virus jadi gagal ngeinfeksi kalo imun kita oke. Masa kalah sama abang Grab ,1,Yok pada booster biar imun kita makin bagus  si virus jadi gagal ngeinfeksi kalo imun kita oke Masa kalah sama abang Grab,yok pada booster biar imun kita makin bagus  si virus jadi gagal ngeinfeksi kalo imun kita oke masa kalah sama abang grab,"['yuk', 'pada', 'booster', 'biar', 'imun', 'kita', 'makin', 'bagus', 'sih', 'virus', 'jadi', 'gagal', 'ngeinfeksi', 'kalo', 'imun', 'kita', 'oke', 'masa', 'kalah', 'sama', 'abang', 'grab']","['yuk', 'booster', 'biar', 'imun', 'bagus', 'sih', 'virus', 'gagal', 'ngeinfeksi', 'kalo', 'imun', 'oke', 'kalah', 'abang', 'grab']",yuk booster biar imun bagus sih virus gagal ngeinfeksi kalo imun oke kalah abang grab
72,8/8/2022 14:26,🌬 Salchuu ✱⁶,@rndyy_y Wkwk. Ya mau gimana lagi anggap aja minum vaksin booster https://t.co/EJDUS5gYT6,1,Wkwk Ya mau gimana lagi anggap aja minum vaksin booster,wkwk ya mau gimana lagi anggap aja minum vaksin booster,"['wkwk', 'ya', 'mau', 'bagaimana', 'lagi', 'anggap', 'saja', 'minum', 'vaksin', 'booster']","['wkwk', 'ya', 'anggap', 'minum', 'vaksin', 'booster']",wkwk ya anggap minum vaksin booster
73,8/8/2022 14:28,sonsistem itu berat,Sejak kemunculannya 3 tahun berjalan vaksinasi pun sudah & terus dilaksanakan berbooster-booster.  Imunitas alami dari penyintas & imunitas artifisial dari vaksin harusnya sudah terbentuk. Masih bicara kena covid ?  Jangan memenjara diri dg masalah yg sudah ditangani. Move on https://t.co/effobQxTyk,1,Sejak kemunculannya tahun berjalan vaksinasi pun sudah  terus dilaksanakan berboosterbooster Imunitas alami dari penyintas  imunitas artifisial dari vaksin harusnya sudah terbentuk Masih bicara kena covid  Jangan memenjara diri dg masalah yg sudah ditangani Move on,sejak kemunculannya tahun berjalan vaksinasi pun sudah  terus dilaksanakan berboosterbooster imunitas alami dari penyintas  imunitas artifisial dari vaksin harusnya sudah terbentuk masih bicara kena covid  jangan memenjara diri dg masalah yg sudah ditangani move on,"['sejak', 'kemunculannya', 'tahun', 'berjalan', 'vaksinasi', 'pun', 'sudah', 'terus', 'dilaksanakan', 'berboosterbooster', 'imunitas', 'alami', 'dari', 'penyintas', 'imunitas', 'artifisial', 'dari', 'vaksin', 'harusnya', 'sudah', 'terbentuk', 'masih', 'bicara', 'kena', 'covid', 'jangan', 'memenjara', 'diri', 'dengan', 'masalah', 'yang', 'sudah', 'ditangani', 'move', 'on']","['kemunculannya', 'berjalan', 'vaksinasi', 'dilaksanakan', 'berboosterbooster', 'imunitas', 'alami', 'penyintas', 'imunitas', 'artifisial', 'vaksin', 'terbentuk', 'bicara', 'kena', 'covid', 'memenjara', 'ditangani', 'move', 'on']",muncul jalan vaksinasi laksana berboosterbooster imunitas alami sintas imunitas artifisial vaksin bentuk bicara kena covid penjara tangan move on
74,8/8/2022 14:30,Tsabitha Oktavia,gabisa offline karena belum di vaksin booster its a thing,1,gabisa offline karena belum di vaksin booster its a thing,gabisa offline karena belum di vaksin booster its a thing,"['enggak', 'bisa', 'offline', 'karena', 'belum', 'di', 'vaksin', 'booster', 'its', 'a', 'thing']","['offline', 'vaksin', 'booster', 'its', 'a', 'thing']",offline vaksin booster its a thing
75,8/8/2022 14:41,nab ఇ ◝‿◜ ఇ,syaratnya dibuat sedemikian rupa terserah gmn (mungkin min vaksin booster yg hadir wisudawan doang ga sama keluarga yg punya komorbid gak diperkenankan hadir) msh ada waktu sebulan w doain offline,1,syaratnya dibuat sedemikian rupa terserah gmn mungkin min vaksin booster yg hadir wisudawan doang ga sama keluarga yg punya komorbid gak diperkenankan hadir msh ada waktu sebulan w doain offline,syaratnya dibuat sedemikian rupa terserah gmn mungkin min vaksin booster yg hadir wisudawan doang ga sama keluarga yg punya komorbid gak diperkenankan hadir msh ada waktu sebulan w doain offline,"['syaratnya', 'dibuat', 'sedemikian', 'rupa', 'terserah', 'bagaimana', 'mungkin', 'min', 'vaksin', 'booster', 'yang', 'hadir', 'wisudawan', 'doang', 'enggak', 'sama', 'keluarga', 'yang', 'punya', 'komorbid', 'enggak', 'diperkenankan', 'hadir', 'masih', 'ada', 'waktu', 'sebulan', 'gue', 'doain', 'offline']","['syaratnya', 'rupa', 'terserah', 'min', 'vaksin', 'booster', 'hadir', 'wisudawan', 'doang', 'keluarga', 'komorbid', 'diperkenankan', 'hadir', 'sebulan', 'gue', 'doain', 'offline']",syarat rupa serah min vaksin booster hadir wisudawan doang keluarga komorbid kenan hadir bulan gue doain offline
76,8/8/2022 14:43,panggil aja lia,Ini gmn si sertifikat vaksin dosis 3 ga masuk. Pdhl bsk mau booster 2 hua hua hua hua,1,Ini gmn si sertifikat vaksin dosis ga masuk Pdhl bsk mau booster hua hua hua hua,ini gmn si sertifikat vaksin dosis ga masuk pdhl bsk mau booster hua hua hua hua,"['ini', 'bagaimana', 'sih', 'sertifikat', 'vaksin', 'dosis', 'enggak', 'masuk', 'padahal', 'besok', 'mau', 'booster', 'hua', 'hua', 'hua', 'hua']","['sih', 'sertifikat', 'vaksin', 'dosis', 'masuk', 'besok', 'booster', 'hua', 'hua', 'hua', 'hua']",sih sertifikat vaksin dosis masuk besok booster hua hua hua hua
77,8/8/2022 15:10,💭, aku mau ada interview syaratnya udh vaksin booster tp aku 18 tahunnya masih 2 minggu lg mau vaksin brrti blm bisa ya? ,1,aku mau ada interview syaratnya udh vaksin booster tp aku tahunnya masih minggu lg mau vaksin brrti blm bisa ya,aku mau ada interview syaratnya udh vaksin booster tp aku tahunnya masih minggu lg mau vaksin brrti blm bisa ya,"['aku', 'mau', 'ada', 'interview', 'syaratnya', 'sudah', 'vaksin', 'booster', 'tapi', 'aku', 'tahunnya', 'masih', 'minggu', 'lagi', 'mau', 'vaksin', 'berarti', 'belum', 'bisa', 'ya']","['interview', 'syaratnya', 'vaksin', 'booster', 'tahunnya', 'minggu', 'vaksin', 'ya']",interview syarat vaksin booster tahun minggu vaksin ya
78,8/8/2022 15:11,Tintus Gustamal,@txtdaritng jumat kemaren sama temen ke lippo puri doi belom booster pas scan gbs tapi tunjukin udh 2 vaksin ke security nya dibolehin masuk,1,jumat kemaren sama temen ke lippo puri doi belom booster pas scan gbs tapi tunjukin udh vaksin ke security nya dibolehin masuk,jumat kemaren sama temen ke lippo puri doi belom booster pas scan gbs tapi tunjukin udh vaksin ke security nya dibolehin masuk,"['jumat', 'kemarin', 'sama', 'teman', 'ke', 'lippo', 'puri', 'doi', 'belum', 'booster', 'pas', 'scan', 'enggak', 'bisa', 'tapi', 'tunjukkan', 'sudah', 'vaksin', 'ke', 'security', 'nya', 'dibolehin', 'masuk']","['jumat', 'kemarin', 'teman', 'lippo', 'puri', 'doi', 'booster', 'pas', 'scan', 'tunjukkan', 'vaksin', 'security', 'nya', 'dibolehin', 'masuk']",jumat kemarin teman lippo puri doi booster pas scan tunjuk vaksin security nya dibolehin masuk
